TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2008,4,19,15,1,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2008,5,16,9,30,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2008,9,13,9,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2008,11,29,10,45,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2009,1,22,12,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2009,3,6,16,27,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2010,3,19,15,19,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2011,10,15,0,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2011,11,11,13,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2012,6,19,14,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2015,11,6,4,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2016,5,2,19,36,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2019,7,27,23,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2003,6,11,18,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2005,7,23,12,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2005,8,31,0,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2005,12,1,0,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2005,12,1,10,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2006,5,3,18,30,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2006,8,29,16,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2008,5,12,17,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2009,7,29,11,41,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2010,3,23,18,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2012,4,25,22,10,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2013,4,30,18,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,7,30,1,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,8,7,12,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,8,9,17,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,8,10,16,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,8,15,14,37,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,8,26,13,21,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2014,10,1,16,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2015,7,27,0,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2016,1,2,9,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2020,1,28,10,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2020,11,16,19,56,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2003,11,12,10,30,38XX POINT GREY RD,West Point Grey,486355.144,5457733.6175
Other Theft,2008,7,25,13,20,38XX POINT GREY RD,West Point Grey,486355.144,5457733.6175
Other Theft,2008,10,29,11,40,38XX POINT GREY RD,West Point Grey,486355.144,5457733.6175
Other Theft,2015,1,28,15,30,38XX W 10TH AVE,West Point Grey,486178.9137,5456777.7298
Other Theft,2003,3,16,18,0,38XX W 10TH AVE,West Point Grey,486231.2533,5456767.2493
Other Theft,2020,11,5,12,30,38XX W 10TH AVE,West Point Grey,486290.6554,5456765.736
Other Theft,2020,11,5,17,19,38XX W 10TH AVE,West Point Grey,486290.6554,5456765.736
Other Theft,2004,11,3,20,45,38XX W 11TH AVE,West Point Grey,486163.6393,5456662.7443
Other Theft,2011,1,21,17,55,38XX W 11TH AVE,West Point Grey,486272.971,5456659.9069
Other Theft,2008,8,13,5,30,38XX W 11TH AVE,West Point Grey,486289.4056,5456668.6275
Other Theft,2016,6,9,21,30,38XX W 11TH AVE,West Point Grey,486313.4643,5456658.856
Other Theft,2012,3,6,20,0,38XX W 12TH AVE,West Point Grey,486150.4768,5456565.368
Other Theft,2008,5,29,8,0,38XX W 12TH AVE,West Point Grey,486183.1609,5456573.7536
Other Theft,2009,2,17,12,0,38XX W 12TH AVE,West Point Grey,486260.0673,5456562.8166
Other Theft,2014,8,26,11,30,38XX W 13TH AVE,West Point Grey,486239.3529,5456470.2343
Other Theft,2020,8,19,4,18,38XX W 14TH AVE,West Point Grey,486190.6422,5456370.6709
Other Theft,2008,10,23,0,30,38XX W 14TH AVE,West Point Grey,486195.478,5456361.3952
Other Theft,2009,4,15,8,0,38XX W 14TH AVE,West Point Grey,486207.9617,5456370.2113
Other Theft,2004,10,6,12,30,38XX W 14TH AVE,West Point Grey,486224.0408,5456360.6375
Other Theft,2004,4,15,21,0,38XX W 14TH AVE,West Point Grey,486240.6049,5456369.3454
Other Theft,2014,9,9,10,0,38XX W 14TH AVE,West Point Grey,486240.6049,5456369.3454
Other Theft,2018,12,31,12,0,38XX W 14TH AVE,West Point Grey,486271.6156,5456368.5228
Other Theft,2021,4,14,12,0,38XX W 15TH AVE,West Point Grey,486281.7139,5456266.3955
Other Theft,2003,11,24,10,20,38XX W 15TH AVE,West Point Grey,486307.1122,5456256.6079
Other Theft,2007,12,7,8,5,38XX W 15TH AVE,West Point Grey,486311.2019,5456256.5052
Other Theft,2008,10,9,16,15,38XX W 15TH AVE,West Point Grey,486311.2019,5456256.5052
Other Theft,2018,4,3,18,30,38XX W 16TH AVE,West Point Grey,486266.2066,5456164.6251
Other Theft,2016,4,29,20,45,38XX W 16TH AVE,West Point Grey,486284.2448,5456163.8538
Other Theft,2020,8,16,1,0,38XX W 2ND AVE,West Point Grey,486221.9315,5457544.0339
Other Theft,2005,8,1,0,0,38XX W 2ND AVE,West Point Grey,486235.1039,5457543.6823
Other Theft,2006,4,15,3,30,38XX W 2ND AVE,West Point Grey,486235.1039,5457543.6823
Other Theft,2006,4,30,0,0,38XX W 2ND AVE,West Point Grey,486235.1039,5457543.6823
Other Theft,2009,6,26,0,0,38XX W 2ND AVE,West Point Grey,486235.1039,5457543.6823
Other Theft,2006,3,21,0,0,38XX W 3RD AVE,West Point Grey,486152.4959,5457445.8852
Other Theft,2020,5,2,21,0,38XX W 3RD AVE,West Point Grey,486241.3102,5457435.6486
Other Theft,2020,5,3,18,0,38XX W 3RD AVE,West Point Grey,486241.3102,5457435.6486
Other Theft,2006,5,5,23,0,38XX W 3RD AVE,West Point Grey,486245.4465,5457435.5981
Other Theft,2005,9,27,15,44,38XX W 3RD AVE,West Point Grey,486269.8362,5457444.443
Other Theft,2005,5,1,0,0,38XX W 3RD AVE,West Point Grey,486298.0473,5457434.9515
Other Theft,2003,1,1,12,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2003,5,5,10,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2003,5,10,0,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2006,5,10,12,15,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2007,9,6,18,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2008,2,15,11,15,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2015,10,2,7,0,38XX W 4TH AVE,West Point Grey,486191.7858,5457351.9691
Other Theft,2018,10,3,0,0,38XX W 4TH AVE,West Point Grey,486191.7861,5457351.97
Other Theft,2006,8,17,10,31,38XX W 4TH AVE,West Point Grey,486267.9285,5457343.3619
Other Theft,2006,8,17,10,40,38XX W 4TH AVE,West Point Grey,486267.9285,5457343.3619
Other Theft,2008,11,12,0,0,38XX W 4TH AVE,West Point Grey,486275.3178,5457343.1242
Other Theft,2020,12,17,18,18,38XX W 4TH AVE,West Point Grey,486275.3178,5457343.1242
Other Theft,2021,9,26,18,30,38XX W 4TH AVE,West Point Grey,486343.3342,5457331.789
Other Theft,2004,1,11,8,0,38XX W 4TH AVE,West Point Grey,486345.2214,5457331.7269
Other Theft,2010,10,29,21,0,38XX W 8TH AVE,West Point Grey,486183.1166,5456960.6698
Other Theft,2019,7,15,23,0,38XX W BROADWAY AVE,West Point Grey,486172.9282,5456879.0491
Other Theft,2019,11,1,0,0,38XX W BROADWAY AVE,West Point Grey,486183.2873,5456870.028
Other Theft,2019,7,24,0,0,38XX W BROADWAY AVE,West Point Grey,486221.6411,5456880.8218
Other Theft,2020,9,14,11,15,38XX W BROADWAY AVE,West Point Grey,486236.6391,5456862.3909
Other Theft,2017,1,4,10,50,38XX W BROADWAY AVE,West Point Grey,486309.443,5456868.3953
Other Theft,2006,4,7,21,0,38XX W BROADWAY AVE,West Point Grey,486316.6699,5456858.9303
Other Theft,2017,4,27,12,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2017,5,25,10,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2017,7,4,0,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2017,7,10,12,1,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,4,15,15,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,7,15,14,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,7,15,22,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2019,10,18,15,45,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2003,4,7,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,7,5,6,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,7,7,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,7,21,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,8,10,19,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,9,20,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,9,23,8,40,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,9,27,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2003,12,14,16,45,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,6,8,16,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,8,1,3,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,8,7,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,8,18,20,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,10,3,14,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2004,12,3,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2005,4,28,18,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2005,6,6,14,15,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2005,8,14,0,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2006,6,25,10,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2006,6,27,22,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2006,7,28,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2006,9,11,8,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,4,3,22,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,5,4,14,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,7,30,20,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,8,7,11,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,8,23,14,8,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2008,4,26,20,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2008,7,2,8,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2008,7,2,12,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2008,7,18,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2008,7,20,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,5,24,10,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,6,13,12,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,6,24,12,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,6,26,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,6,29,17,56,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,7,1,15,1,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,7,18,21,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,8,17,9,45,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2009,9,5,15,40,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,5,1,0,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,6,1,0,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,6,19,0,24,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,7,8,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,7,18,11,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,7,18,12,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,7,18,13,15,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2010,7,19,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,6,25,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,7,8,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,7,15,20,39,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,7,29,16,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,8,7,0,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2011,8,9,20,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,6,18,21,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,7,1,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,7,12,16,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,7,14,16,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,7,15,1,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,9,13,11,15,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2012,11,9,16,50,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2013,6,8,17,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2013,7,12,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2013,7,20,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2013,7,21,2,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2013,8,13,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2014,6,13,20,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2014,8,25,15,51,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,4,6,14,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,6,14,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,7,3,16,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,7,17,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,7,19,23,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2015,8,1,9,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2019,5,19,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2019,6,26,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2020,8,27,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2021,6,19,22,15,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2022,6,25,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2007,1,12,14,0,39XX POINT GREY RD,West Point Grey,486161.7704,5457641.0506
Other Theft,2017,8,2,21,49,39XX POINT GREY RD,West Point Grey,486162.8919,5457641.4725
Other Theft,2018,2,12,1,0,39XX W 10TH AVE,West Point Grey,485902.8587,5456784.7207
Other Theft,2012,9,15,6,45,39XX W 10TH AVE,West Point Grey,485919.2279,5456775.1602
Other Theft,2004,6,1,12,0,39XX W 11TH AVE,West Point Grey,486068.4382,5456674.1336
Other Theft,2018,10,5,10,15,39XX W 11TH AVE,West Point Grey,486071.4409,5456674.0711
Other Theft,2010,8,10,4,29,39XX W 12TH AVE,West Point Grey,485926.5092,5456579.7885
Other Theft,2008,10,3,18,0,39XX W 12TH AVE,West Point Grey,485959.5523,5456579.0085
Other Theft,2005,2,17,10,0,39XX W 12TH AVE,West Point Grey,486058.6817,5456576.6686
Other Theft,2008,6,22,18,0,39XX W 13TH AVE,West Point Grey,485938.2786,5456468.8772
Other Theft,2020,11,19,5,13,39XX W 13TH AVE,West Point Grey,485953.2242,5456477.6392
Other Theft,2013,3,18,0,0,39XX W 13TH AVE,West Point Grey,485954.9602,5456477.5949
Other Theft,2017,6,5,11,17,39XX W 14TH AVE,West Point Grey,485903.3433,5456369.1583
Other Theft,2003,11,10,15,15,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2003,11,17,12,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2005,2,1,15,45,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2005,2,15,19,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2005,11,25,13,15,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2006,3,3,20,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2006,5,14,10,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2006,7,13,20,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2009,4,15,11,0,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2010,11,29,15,45,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2013,3,20,9,30,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2016,1,31,14,51,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2016,4,2,15,30,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Other Theft,2018,10,20,6,18,39XX W 14TH AVE,West Point Grey,485980.6747,5456376.249
Other Theft,2011,9,26,11,6,39XX W 14TH AVE,West Point Grey,486042.6372,5456374.601
Other Theft,2017,7,5,12,24,39XX W 16TH AVE,West Point Grey,485907.0155,5456176.1262
Other Theft,2003,5,2,20,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2003,11,17,8,35,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2004,1,22,11,50,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2004,2,9,12,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2004,4,22,11,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2005,2,8,14,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2005,4,6,9,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2006,2,9,0,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2007,4,30,15,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2008,1,23,16,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2010,3,24,10,20,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2010,10,1,15,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2010,12,8,15,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2011,5,5,16,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2011,5,19,10,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2012,5,9,17,15,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2012,6,13,12,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2013,10,24,15,28,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2013,12,13,8,15,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2014,1,13,10,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,1,12,12,15,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,2,21,11,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,9,18,8,40,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,9,18,14,40,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,9,18,14,45,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,9,30,0,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2015,10,19,14,25,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2016,10,14,16,23,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2016,12,29,19,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2019,10,9,12,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2021,2,23,11,54,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2021,2,25,12,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2022,6,22,15,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2016,10,19,6,0,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2018,3,6,16,0,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2019,4,15,12,15,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2006,3,10,0,0,39XX W 16TH AVE,West Point Grey,486048.9336,5456172.9421
Other Theft,2019,6,17,15,44,39XX W BROADWAY AVE,West Point Grey,486038.3617,5456915.9141
Other Theft,2003,9,27,23,20,40XX W 10TH AVE,West Point Grey,485717.1157,5456778.2881
Other Theft,2018,7,9,7,30,40XX W 10TH AVE,West Point Grey,485803.9253,5456777.0788
Other Theft,2017,12,1,0,53,40XX W 10TH AVE,West Point Grey,485829.5324,5456776.7221
Other Theft,2010,1,26,14,0,40XX W 10TH AVE,West Point Grey,485839.7028,5456776.5807
Other Theft,2004,11,19,12,30,40XX W 10TH AVE,West Point Grey,485851.9615,5456776.41
Other Theft,2004,8,8,20,0,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Other Theft,2020,4,9,7,20,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Other Theft,2020,7,3,21,47,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Other Theft,2013,2,25,14,30,40XX W 11TH AVE,West Point Grey,485677.1977,5456677.7691
Other Theft,2009,7,4,23,0,40XX W 11TH AVE,West Point Grey,485689.8815,5456686.3793
Other Theft,2016,8,7,17,32,40XX W 11TH AVE,West Point Grey,485780.0324,5456682.5255
Other Theft,2013,6,27,11,11,40XX W 11TH AVE,West Point Grey,485791.9352,5456672.8643
Other Theft,2015,1,4,10,0,40XX W 11TH AVE,West Point Grey,485877.9884,5456669.1857
Other Theft,2006,2,28,2,30,40XX W 12TH AVE,West Point Grey,485717.8032,5456576.8018
Other Theft,2007,1,8,12,10,40XX W 12TH AVE,West Point Grey,485818.6488,5456573.6824
Other Theft,2004,1,26,18,0,40XX W 12TH AVE,West Point Grey,485875.1224,5456571.9355
Other Theft,2005,3,24,23,30,40XX W 12TH AVE,West Point Grey,485875.1224,5456571.9355
Other Theft,2018,5,7,17,47,40XX W 13TH AVE,West Point Grey,485678.1415,5456475.5894
Other Theft,2020,12,30,14,0,40XX W 13TH AVE,West Point Grey,485741.2997,5456483.1056
Other Theft,2022,3,15,18,35,40XX W 13TH AVE,West Point Grey,485774.8582,5456482.239
Other Theft,2021,2,15,14,43,40XX W 13TH AVE,West Point Grey,485790.8343,5456481.8267
Other Theft,2021,3,19,20,43,40XX W 13TH AVE,West Point Grey,485790.8343,5456481.8267
Other Theft,2004,2,20,12,5,40XX W 14TH AVE,West Point Grey,485812.204,5456371.5304
Other Theft,2016,11,6,10,0,40XX W 15TH AVE,West Point Grey,485737.096,5456277.2053
Other Theft,2003,5,30,9,25,40XX W 4TH AVE,West Point Grey,485903.9985,5457334.117
Other Theft,2008,9,17,21,30,40XX W 4TH AVE,West Point Grey,485903.9985,5457334.117
Other Theft,2007,1,6,9,0,41XX CROWN CRES,West Point Grey,485519.5117,5456886.3579
Other Theft,2015,1,21,10,50,41XX CROWN CRES,West Point Grey,485587.8727,5456880.1606
Other Theft,2015,6,4,0,0,41XX W 10TH AVE,West Point Grey,485474.9189,5456784.418
Other Theft,2020,8,8,12,39,41XX W 10TH AVE,West Point Grey,485514.7354,5456783.2981
Other Theft,2019,11,5,16,11,41XX W 10TH AVE,West Point Grey,485545.1288,5456782.4436
Other Theft,2021,2,16,15,30,41XX W 10TH AVE,West Point Grey,485597.4888,5456790.119
Other Theft,2007,7,29,10,22,41XX W 10TH AVE,West Point Grey,485628.7341,5456780.093
Other Theft,2006,1,23,1,0,41XX W 11TH AVE,West Point Grey,485466.2329,5456683.4994
